Miscare,Scor,Password
L76,24,2629
R1,25,2629
L94,31,2630
L231,0,2633
R24,24,2633
L50,74,2634
L74,0,2635
R79,79,2635
L679,0,2642
L880,20,2650
L820,0,2659
L468,32,2663
L18,14,2663
R55,69,2663
R579,48,2669
R49,97,2669
L97,0,2670
L45,55,2670
R874,29,2679
R71,0,2680
L76,24,2680
L951,73,2690
R27,0,2691
R54,54,2691
L54,0,2692
L9,91,2692
L33,58,2692
R542,0,2698
R53,53,2698
R59,12,2699
L76,36,2700
L12,24,2700
L24,0,2701
R34,34,2701
L34,0,2702
L15,85,2702
R56,41,2703
L56,85,2704
L16,69,2704
R69,38,2705
L64,74,2706
R53,27,2707
L27,0,2708
R93,93,2708
L85,8,2708
L10,98,2709
L242,56,2711
R44,0,2712
L38,62,2712
L45,17,2712
L26,91,2713
L91,0,2714
L196,4,2715
L204,0,2718
L9,91,2718
R9,0,2719
L812,88,2727
L954,34,2736
R66,0,2737
R83,83,2737
R42,25,2738
L608,17,2744
R83,0,2745
L70,30,2745
R375,5,2749
L38,67,2750
L19,48,2750
R52,0,2751
L44,56,2751
L18,38,2751
L41,97,2752
R33,30,2753
L10,20,2753
L820,0,2762
L27,73,2762
R601,74,2768
L24,50,2768
R50,0,2769
L90,10,2769
R90,0,2770
L5,95,2770
R23,18,2771
L73,45,2772
L86,59,2773
R601,60,2779
R70,30,2780
L33,97,2781
R303,0,2785
R22,22,2785
L22,0,2786
L384,16,2789
L65,51,2790
L51,0,2791
R45,45,2791
L82,63,2792
L922,41,2801
R3,44,2801
L75,69,2802
L5,64,2802
L864,0,2811
L4,96,2811
R67,63,2812
L63,0,2813
L70,30,2813
L134,96,2815
R704,0,2823
R21,21,2823
R79,0,2824
R943,43,2833
L43,0,2834
R89,89,2834
L38,51,2834
R23,74,2834
L74,0,2835
L18,82,2835
L782,0,2843
R41,41,2843
R59,0,2844
L47,53,2844
L345,8,2847
R18,26,2847
R74,0,2848
L832,68,2856
R811,79,2864
R485,64,2869
L622,42,2875
L56,86,2876
L522,64,2881
R92,56,2882
L56,0,2883
R96,96,2883
R389,85,2887
L49,36,2887
L70,66,2888
L43,23,2888
R41,64,2888
L638,26,2894
L26,0,2895
L85,15,2895
R735,50,2902
R88,38,2903
R84,22,2904
L82,40,2905
L78,62,2906
R38,0,2907
R72,72,2907
L20,52,2907
L30,22,2907
R66,88,2907
L596,92,2913
R76,68,2914
L68,0,2915
L317,83,2918
R17,0,2919
R313,13,2922
R72,85,2922
R99,84,2923
R16,0,2924
R18,18,2924
R38,56,2924
R244,0,2927
L116,84,2928
L466,18,2932
L3,15,2932
R696,11,2939
R89,0,2940
R830,30,2948
R63,93,2948
R64,57,2949
L57,0,2950
R15,15,2950
R69,84,2950
R99,83,2951
R48,31,2952
R949,80,2961
R26,6,2962
R951,57,2971
R33,90,2971
R10,0,2972
L40,60,2972
L60,0,2973
R59,59,2973
R79,38,2974
R32,70,2974
R29,99,2974
L820,79,2982
L56,23,2982
R72,95,2982
L41,54,2982
R66,20,2983
L20,0,2984
L110,90,2985
R10,0,2986
L844,56,2994
R44,0,2995
R171,71,2996
R94,65,2997
L65,0,2998
R8,8,2998
R611,19,3004
R48,67,3004
R33,0,3005
L211,89,3007
L61,28,3007
L728,0,3015
L91,9,3015
R21,30,3015
R70,0,3016
L199,1,3017
R20,21,3017
R18,39,3017
L51,88,3018
L33,55,3018
R10,65,3018
R47,12,3019
R90,2,3020
L95,7,3021
L186,21,3023
R36,57,3023
R43,0,3024
R684,84,3030
L84,0,3031
R221,21,3033
L16,5,3033
R776,81,3040
L581,0,3046
L83,17,3046
L17,0,3047
R902,2,3056
R98,0,3057
L277,23,3059
L223,0,3062
L47,53,3062
R43,96,3062
L75,21,3062
L21,0,3063
L612,88,3069
R56,44,3070
L88,56,3071
L24,32,3071
L26,6,3071
R45,51,3071
R49,0,3072
R82,82,3072
L82,0,3073
L1,99,3073
R1,0,3074
L741,59,3081
R719,78,3088
R52,30,3089
R70,0,3090
R59,59,3090
R60,19,3091
R64,83,3091
L74,9,3091
R30,39,3091
L902,37,3100
R63,0,3101
R38,38,3101
L93,45,3102
R888,33,3111
R97,30,3112
R741,71,3119
L171,0,3121
R88,88,3121
R88,76,3122
R46,22,3123
R86,8,3124
R92,0,3125
L580,20,3130
R80,0,3131
L493,7,3135
L7,0,3136
L787,13,3143
R87,0,3144
L52,48,3144
R58,6,3145
R97,3,3146
R51,54,3146
R10,64,3146
R36,0,3147
R96,96,3147
L96,0,3148
L88,12,3148
L610,2,3154
R898,0,3163
R95,95,3163
L268,27,3165
L33,94,3166
L94,0,3167
R10,10,3167
L394,16,3171
R40,56,3171
R80,36,3172
R364,0,3176
L327,73,3179
R58,31,3180
R16,47,3180
R53,0,3181
R11,11,3181
R42,53,3181
R54,7,3182
L6,1,3182
R68,69,3182
R88,57,3183
R43,0,3184
R93,93,3184
R15,8,3185
R92,0,3186
R4,4,3186
L4,0,3187
R28,28,3187
L70,58,3188
R42,0,3189
R73,73,3189
L73,0,3190
L46,54,3190
L16,38,3190
L38,0,3191
L68,32,3191
L32,0,3192
R635,35,3198
L789,46,3206
L43,3,3206
L32,71,3207
R34,5,3208
R95,0,3209
R86,86,3209
L21,65,3209
L265,0,3212
L931,69,3221
L26,43,3221
R22,65,3221
L68,97,3222
R3,0,3223
L90,10,3223
L10,0,3224
R85,85,3224
L11,74,3224
R934,8,3234
R72,80,3234
L32,48,3234
L8,40,3234
L40,0,3235
R46,46,3235
L36,10,3235
L58,52,3236
L52,0,3237
L12,88,3237
L55,33,3237
L22,11,3237
L11,0,3238
L795,5,3245
L244,61,3248
R585,46,3254
L46,0,3255
L1,99,3255
R1,0,3256
L376,24,3259
R25,49,3259
R42,91,3259
R981,72,3269
R39,11,3270
R39,50,3270
R768,18,3278
L254,64,3281
L51,13,3281
R87,0,3282
R47,47,3282
L491,56,3287
R44,0,3288
L888,12,3296
L735,77,3304
R730,7,3312
R56,63,3312
R37,0,3313
R262,62,3315
L894,68,3324
L868,0,3333
L53,47,3333
L75,72,3334
L42,30,3334
R65,95,3334
L795,0,3342
R412,12,3346
L20,92,3347
R25,17,3348
L98,19,3349
R434,53,3353
L78,75,3354
R62,37,3355
L26,11,3355
L711,0,3363
R61,61,3363
L98,63,3364
R37,0,3365
R64,64,3365
R36,0,3366
L768,32,3373
L57,75,3374
R25,0,3375
R14,14,3375
R57,71,3375
L60,11,3375
L33,78,3376
L346,32,3379
L32,0,3380
L1,99,3380
R1,0,3381
L80,20,3381
R36,56,3381
L17,39,3381
R78,17,3382
L17,0,3383
L57,43,3383
L49,94,3384
R79,73,3385
L430,43,3389
L543,0,3395
L21,79,3395
L79,0,3396
R37,37,3396
L55,82,3397
R3,85,3397
L85,0,3398
L31,69,3398
L83,86,3399
R10,96,3399
R4,0,3400
R79,79,3400
L79,0,3401
L39,61,3401
R68,29,3402
L29,0,3403
R221,21,3405
L21,0,3406
R395,95,3409
L95,0,3410
L57,43,3410
L504,39,3415
L843,96,3424
R704,0,3432
R960,60,3441
L83,77,3442
L99,78,3443
R17,95,3443
R48,43,3444
L61,82,3445
L93,89,3446
R11,0,3447
L59,41,3447
R59,0,3448
R73,73,3448
L73,0,3449
R45,45,3449
R39,84,3449
R16,0,3450
L982,18,3459
R82,0,3460
R62,62,3460
L62,0,3461
R105,5,3462
R775,80,3469
L38,42,3469
L42,0,3470
R43,43,3470
L43,0,3471
L74,26,3471
L45,81,3472
R61,42,3473
L33,9,3473
L33,76,3474
R71,47,3475
R90,37,3476
R266,3,3479
R88,91,3479
L74,17,3479
L17,0,3480
L924,76,3489
L51,25,3489
L89,36,3490
L9,27,3490
R93,20,3491
R7,27,3491
L89,38,3492
L18,20,3492
R80,0,3493
L967,33,3502
L96,37,3503
R63,0,3504
R491,91,3508
L33,58,3508
R54,12,3509
L12,0,3510
L53,47,3510
R2,49,3510
R54,3,3511
L3,0,3512
R89,89,3512
R7,96,3512
L96,0,3513
R94,94,3513
R38,32,3514
L32,0,3515
R95,95,3515
L542,53,3520
R99,52,3521
L85,67,3522
R10,77,3522
L177,0,3524
L92,8,3524
R80,88,3524
R12,0,3525
R32,32,3525
L54,78,3526
R140,18,3528
R77,95,3528
R5,0,3529
L18,82,3529
L982,0,3539
R13,13,3539
R52,65,3539
L65,0,3540
L92,8,3540
L8,0,3541
L8,92,3541
L96,96,3542
L22,74,3542
L516,58,3547
R42,0,3548
R81,81,3548
L81,0,3549
R51,51,3549
L43,8,3549
L808,0,3558
R2,2,3558
L402,0,3563
R66,66,3563
R12,78,3563
R22,0,3564
L54,46,3564
L37,9,3564
L11,98,3565
L32,66,3565
R34,0,3566
R5,5,3566
R395,0,3570
R11,11,3570
L11,0,3571
L28,72,3571
L74,98,3572
L98,0,3573
R615,15,3579
L15,0,3580
R86,86,3580
L16,70,3580
R51,21,3581
L87,34,3582
R90,24,3583
R76,0,3584
L22,78,3584
R22,0,3585
R46,46,3585
L21,25,3585
L25,0,3586
L51,49,3586
L49,0,3587
R22,22,3587
R78,0,3588
R550,50,3593
L75,75,3594
L75,0,3595
R811,11,3603
R89,0,3604
R80,80,3604
R49,29,3605
L77,52,3606
L52,0,3607
R61,61,3607
R779,40,3615
R77,17,3616
L65,52,3617
R23,75,3617
R72,47,3618
L47,0,3619
L45,55,3619
L66,89,3620
R13,2,3621
L2,0,3622
L70,30,3622
L766,64,3630
L45,19,3630
L15,4,3630
L98,6,3631
L60,46,3632
L46,0,3633
R93,93,3633
L39,54,3633
L91,63,3634
L87,76,3635
L6,70,3635
L70,0,3636
R97,97,3636
R70,67,3637
R304,71,3640
L5,66,3640
R6,72,3640
L86,86,3641
R39,25,3642
L80,45,3643
L45,0,3644
R470,70,3648
R21,91,3648
L135,56,3649
L56,0,3650
L63,37,3650
R93,30,3651
R15,45,3651
L911,34,3660
R66,0,3661
L22,78,3661
L15,63,3661
R44,7,3662
R38,45,3662
L45,0,3663
R23,23,3663
R59,82,3663
R18,0,3664
R30,30,3664
L53,77,3665
R42,19,3666
R81,0,3667
L258,42,3669
R58,0,3670
R412,12,3674
R36,48,3674
R99,47,3675
L47,0,3676
R26,26,3676
R33,59,3676
L370,89,3680
R748,37,3688
R39,76,3688
R26,2,3689
L716,86,3697
R40,26,3698
R433,59,3702
L34,25,3702
R75,0,3703
R18,18,3703
L18,0,3704
L39,61,3704
R46,7,3705
L30,77,3706
L50,27,3706
L29,98,3707
R46,44,3708
L70,74,3709
R59,33,3710
R870,3,3719
L97,6,3720
L27,79,3721
L32,47,3721
L93,54,3722
L54,0,3723
L81,19,3723
L19,0,3724
R89,89,3724
L42,47,3724
R153,0,3726
L37,63,3726
R37,0,3727
R94,94,3727
R6,0,3728
L192,8,3729
L89,19,3730
R93,12,3731
L24,88,3732
L6,82,3732
R77,59,3733
L87,72,3734
R28,0,3735
L52,48,3735
L35,13,3735
L877,36,3744
R18,54,3744
R8,62,3744
R27,89,3744
L30,59,3744
R3,62,3744
R8,70,3744
R53,23,3745
L23,0,3746
R470,70,3750
R930,0,3760
L13,87,3760
L87,0,3761
R42,42,3761
R58,0,3762
L96,4,3762
L604,0,3769
L29,71,3769
L68,3,3769
R90,93,3769
L51,42,3769
R601,43,3775
L54,89,3776
R911,0,3786
L12,88,3786
L28,60,3786
L28,32,3786
L44,88,3787
L442,46,3791
R88,34,3792
R61,95,3792
R1,96,3792
R58,54,3793
R46,0,3794
L67,33,3794
R96,29,3795
R84,13,3796
L713,0,3804
L37,63,3804
R88,51,3805
R3,54,3805
R1,55,3805
R87,42,3806
L37,5,3806
L5,0,3807
R78,78,3807
L16,62,3807
R39,1,3808
R775,76,3815
L76,0,3816
L49,51,3816
R49,0,3817
L30,70,3817
R30,0,3818
R82,82,3818
R618,0,3825
R21,21,3825
L546,75,3831
L88,87,3832
R18,5,3833
L805,0,3842
L84,16,3842
L62,54,3843
L54,0,3844
L134,66,3845
L573,93,3851
R53,46,3852
L494,52,3857
L52,0,3858
R95,95,3858
R338,33,3862
L23,10,3862
L10,0,3863
L72,28,3863
L469,59,3868
R16,75,3868
L75,0,3869
R64,64,3869
L65,99,3870
L62,37,3870
R63,0,3871
R66,66,3871
R3,69,3871
R35,4,3872
R96,0,3873
R33,33,3873
L37,96,3874
R4,0,3875
L69,31,3875
L31,0,3876
L80,20,3876
R62,82,3876
L82,0,3877
L66,34,3877
L21,13,3877
R35,48,3877
L84,64,3878
L73,91,3879
L28,63,3879
R37,0,3880
L91,9,3880
L9,0,3881
R80,80,3881
L13,67,3881
L16,51,3881
L96,55,3882
L69,86,3883
L71,15,3883
L77,38,3884
R5,43,3884
L43,0,3885
R73,73,3885
L73,0,3886
R40,40,3886
L56,84,3887
L689,95,3894
L474,21,3898
R79,0,3899
L33,67,3899
R978,45,3909
R57,2,3910
L18,84,3911
R39,23,3912
R77,0,3913
L38,62,3913
L86,76,3914
L376,0,3918
R38,38,3918
R62,0,3919
L28,72,3919
L565,7,3924
L62,45,3925
R95,40,3926
R60,0,3927
R56,56,3927
R28,84,3927
L94,90,3928
L95,95,3929
R5,0,3930
R46,46,3930
L94,52,3931
L752,0,3939
R77,77,3939
L8,69,3939
L69,0,3940
L60,40,3940
L175,65,3942
R42,7,3943
L670,37,3950
R866,3,3959
R864,67,3967
R19,86,3967
L23,63,3967
R70,33,3968
L33,0,3969
L50,50,3969
R50,0,3970
L2,98,3970
R802,0,3979
R78,78,3979
L84,94,3980
L26,68,3980
L20,48,3980
R52,0,3981
L57,43,3981
L52,91,3982
R36,27,3983
R68,95,3983
L682,13,3989
R14,27,3989
L83,44,3990
L44,0,3991
R25,25,3991
R44,69,3991
L64,5,3991
L20,85,3992
R92,77,3993
R23,0,3994
L5,95,3994
R14,9,3995
R201,10,3997
R86,96,3997
R20,16,3998
R34,50,3998
R950,0,4008
R886,86,4016
L89,97,4017
R71,68,4018
L90,78,4019
L21,57,4019
R81,38,4020
L4,34,4020
L34,0,4021
R392,92,4024
L22,70,4024
L70,0,4025
R29,29,4025
R271,0,4028
L4,96,4028
R4,0,4029
R87,87,4029
L53,34,4029
R525,59,4034
L78,81,4035
R75,56,4036
R944,0,4046
L75,25,4046
R46,71,4046
R29,0,4047
L18,82,4047
R18,0,4048
L54,46,4048
L91,55,4049
R45,0,4050
R7,7,4050
L41,66,4051
R14,80,4051
L80,0,4052
R8,8,4052
R92,0,4053
L76,24,4053
R76,0,4054
L39,61,4054
R27,88,4054
R85,73,4055
R99,72,4056
L98,74,4057
L60,14,4057
L14,0,4058
L35,65,4058
L24,41,4058
R71,12,4059
L60,52,4060
R648,0,4067
L88,12,4067
R6,18,4067
L12,6,4067
L606,0,4074
L49,51,4074
L751,0,4082
L94,6,4082
R337,43,4085
R53,96,4085
R4,0,4086
R58,58,4086
R42,0,4087
R136,36,4088
L36,0,4089
R72,72,4089
R57,29,4090
R71,0,4091
R97,97,4091
R86,83,4092
L83,0,4093
L15,85,4093
L466,19,4097
R81,0,4098
L3,97,4098
L81,16,4098
R84,0,4099
R15,15,4099
R57,72,4099
L305,67,4102
L67,0,4103
L155,45,4104
R762,7,4112
R59,66,4112
R633,99,4118
L62,37,4118
L37,0,4119
R97,97,4119
R28,25,4120
L25,0,4121
L32,68,4121
L37,31,4121
R380,11,4125
R89,0,4126
R49,49,4126
L49,0,4127
R11,11,4127
L82,29,4128
L3,26,4128
R74,0,4129
R8,8,4129
R892,0,4138
R57,57,4138
L57,0,4139
R14,14,4139
R286,0,4142
R421,21,4146
L89,32,4147
R81,13,4148
R597,10,4154
R90,0,4155
L2,98,4155
R89,87,4156
L431,56,4160
L98,58,4161
R42,0,4162
L50,50,4162
L92,58,4163
R45,3,4164
R58,61,4164
L438,23,4168
L94,29,4169
R181,10,4171
R91,1,4172
L67,34,4173
L18,16,4173
L54,62,4174
R78,40,4175
L7,33,4175
R67,0,4176
R96,96,4176
L11,85,4176
L85,0,4177
R83,83,4177
R78,61,4178
R12,73,4178
R58,31,4179
L16,15,4179
L77,38,4180
L26,12,4180
L712,0,4188
L75,25,4188
L83,42,4189
R70,12,4190
L52,60,4191
L197,63,4193
R18,81,4193
L81,0,4194
L18,82,4194
L82,0,4195
L3,97,4195
R3,0,4196
R58,58,4196
L91,67,4197
R934,1,4207
L1,0,4208
L6,94,4208
L9,85,4208
R15,0,4209
L447,53,4213
R947,0,4223
L42,58,4223
R42,0,4224
L797,3,4231
L240,63,4234
R68,31,4235
R69,0,4236
R51,51,4236
L51,0,4237
R85,85,4237
L785,0,4245
L381,19,4248
R39,58,4248
R42,0,4249
L47,53,4249
R29,82,4249
R18,0,4250
L90,10,4250
L970,40,4260
R108,48,4261
L48,0,4262
R152,52,4263
L66,86,4264
R15,1,4265
R38,39,4265
L31,8,4265
L8,0,4266
R42,42,4266
L42,0,4267
L18,82,4267
L355,27,4270
R73,0,4271
R15,15,4271
R67,82,4271
R49,31,4272
R61,92,4272
L71,21,4272
R201,22,4274
R36,58,4274
R6,64,4274
R807,71,4282
L57,14,4282
L2,12,4282
R59,71,4282
L67,4,4282
L29,75,4283
L75,0,4284
L103,97,4285
R903,0,4295
R6,6,4295
R94,0,4296
R770,70,4303
R13,83,4303
R17,0,4304
L46,54,4304
L61,93,4305
L62,31,4305
L10,21,4305
L679,42,4312
L69,73,4313
R91,64,4314
R36,0,4315
L31,69,4315
L69,0,4316
L85,15,4316
R85,0,4317
L30,70,4317
L70,0,4318
R75,75,4318
L75,0,4319
R43,43,4319
R45,88,4319
L33,55,4319
R16,71,4319
R37,8,4320
L8,0,4321
L893,7,4329
R93,0,4330
L23,77,4330
R93,70,4331
R82,52,4332
L452,0,4337
R941,41,4346
L41,0,4347
L57,43,4347
R57,0,4348
R44,44,4348
R52,96,4348
R304,0,4352
R45,45,4352
L745,0,4360
L9,91,4360
L91,0,4361
R901,1,4370
R104,5,4371
L205,0,4374
R24,24,4374
L498,26,4379
L61,65,4380
L56,9,4380
L9,0,4381
R96,96,4381
L896,0,4390
L648,52,4396
R87,39,4397
R61,0,4398
L84,16,4398
R8,24,4398
L41,83,4399
R53,36,4400
R64,0,4401
L31,69,4401
L69,0,4402
L27,73,4402
L73,0,4403
R310,10,4406
R517,27,4411
R14,41,4411
R131,72,4412
R328,0,4416
R44,44,4416
L844,0,4425
L61,39,4425
L35,4,4425
L96,8,4426
L8,0,4427
R82,82,4427
R9,91,4427
R98,89,4428
L841,48,4436
R58,6,4437
R11,17,4437
R83,0,4438
R87,87,4438
L58,29,4438
L17,12,4438
R91,3,4439
R97,0,4440
L227,73,4442
L55,18,4442
L18,0,4443
L11,89,4443
L89,0,4444
R79,79,4444
L21,58,4444
L858,0,4453
L84,16,4453
R869,85,4461
R62,47,4462
R53,0,4463
R73,73,4463
L73,0,4464
R95,95,4464
R92,87,4465
L87,0,4466
R38,38,4466
R22,60,4466
L62,98,4467
L44,54,4467
L445,9,4471
R42,51,4471
R65,16,4472
R84,0,4473
L6,94,4473
R4,98,4473
R10,8,4474
L52,56,4475
R44,0,4476
L66,34,4476
L22,12,4476
R88,0,4477
R127,27,4478
R72,99,4478
R86,85,4479
R15,0,4480
R1,1,4480
L1,0,4481
R22,22,4481
L722,0,4489
L68,32,4489
R317,49,4492
R75,24,4493
R2,26,4493
R95,21,4494
R79,0,4495
L81,19,4495
R81,0,4496
R70,70,4496
L97,73,4497
L67,6,4497
L87,19,4498
R75,94,4498
L932,62,4507
R2,64,4507
L64,0,4508
L5,95,4508
L56,39,4508
L84,55,4509
L37,18,4509
L80,38,4510
L38,0,4511
L931,69,4520
L96,73,4521
L11,62,4521
R38,0,4522
L965,35,4531
L529,6,4536
L22,84,4537
R299,83,4540
L80,3,4540
R49,52,4540
L52,0,4541
L689,11,4547
R696,7,4554
L97,10,4555
L8,2,4555
L802,0,4564
L50,50,4564
L31,19,4564
L76,43,4565
R82,25,4566
L17,8,4566
L8,0,4567
L46,54,4567
L54,0,4568
L159,41,4569
R59,0,4570
L71,29,4570
R271,0,4573
L52,48,4573
L19,29,4573
R50,79,4573
R52,31,4574
R69,0,4575
R87,87,4575
L87,0,4576
L62,38,4576
R62,0,4577
R47,47,4577
R53,0,4578
R76,76,4578
R655,31,4585
L976,55,4595
R45,0,4596
R83,83,4596
R75,58,4597
R981,39,4607
L39,0,4608
R10,10,4608
R90,0,4609
R84,84,4609
L30,54,4609
R48,2,4610
R98,0,4611
R65,65,4611
L212,53,4613
R348,1,4617
R99,0,4618
R637,37,4624
L24,13,4624
L13,0,4625
L29,71,4625
R29,0,4626
L557,43,4631
L43,0,4632
L3,97,4632
L10,87,4632
R13,0,4633
R88,88,4633
L48,40,4633
L42,98,4634
L19,79,4634
L79,0,4635
L7,93,4635
R591,84,4641
R47,31,4642
L724,7,4649
L57,50,4650
L53,97,4651
L97,0,4652
R35,35,4652
L87,48,4653
R52,0,4654
L9,91,4654
L57,34,4654
L33,1,4654
L1,0,4655
L86,14,4655
R26,40,4655
L440,0,4660
L58,42,4660
L42,0,4661
R14,14,4661
L656,58,4668
L58,0,4669
R2,2,4669
R198,0,4671
R23,23,4671
R77,0,4672
L55,45,4672
L45,0,4673
L37,63,4673
L316,47,4676
L82,65,4677
R45,10,4678
R2,12,4678
R53,65,4678
R935,0,4688
L2,98,4688
R50,48,4689
R48,96,4689
L86,10,4689
L18,92,4690
L792,0,4698
L32,68,4698
L89,79,4699
R86,65,4700
R35,0,4701
L65,35,4701
R65,0,4702
R38,38,4702
L38,0,4703
R33,33,4703
L8,25,4703
R825,50,4711
L87,63,4712
L63,0,4713
R367,67,4716
R64,31,4717
L93,38,4718
R15,53,4718
R623,76,4724
R26,2,4725
R71,73,4725
L373,0,4729
L40,60,4729
R54,14,4730
R43,57,4730
L57,0,4731
R30,30,4731
L99,31,4732
R469,0,4737
R92,92,4737
L551,41,4742
L92,49,4743
R51,0,4744
L49,51,4744
R491,42,4749
L42,0,4750
L936,64,4759
L464,0,4764
R930,30,4773
R19,49,4773
R557,6,4779
R40,46,4779
R521,67,4784
L67,0,4785
R4,4,4785
L88,16,4786
L944,72,4796
L172,0,4798
R42,42,4798
R82,24,4799
L99,25,4800
R62,87,4800
R13,0,4801
R54,54,4801
L64,90,4802
R52,42,4803
L42,0,4804
R29,29,4804
L67,62,4805
L62,0,4806
L57,43,4806
L143,0,4808
L289,11,4810
R89,0,4811
L33,67,4811
L1,66,4811
L87,79,4812
R47,26,4813
L20,6,4813
R18,24,4813
R322,46,4816
L27,19,4816
R135,54,4817
L43,11,4817
L58,53,4818
R27,80,4818
R20,0,4819
L89,11,4819
L58,53,4820
R47,0,4821
L88,12,4821
L512,0,4827
L73,27,4827
L79,48,4828
R352,0,4832
L10,90,4832
L423,67,4836
R33,0,4837
L6,94,4837
L94,0,4838
R86,86,4838
L86,0,4839
R5,5,4839
L705,0,4847
L28,72,4847
L611,61,4853
L55,6,4853
R34,40,4853
L884,56,4862
L168,88,4864
L88,0,4865
R33,33,4865
L33,0,4866
L10,90,4866
L90,0,4867
R61,61,4867
R528,89,4872
R11,0,4873
L24,76,4873
L76,0,4874
L11,89,4874
R261,50,4877
R50,0,4878
R1,1,4878
L30,71,4879
R129,0,4881
R40,40,4881
R69,9,4882
L19,90,4883
R80,70,4884
L43,27,4884
R73,0,4885
R42,42,4885
R27,69,4885
R65,34,4886
R99,33,4887
L33,0,4888
R58,58,4888
R92,50,4889
L39,11,4889
R91,2,4890
L71,31,4891
R69,0,4892
R95,95,4892
L395,0,4896
L812,88,4904
L975,13,4913
L79,34,4914
R28,62,4914
L149,13,4915
L98,15,4916
L15,0,4917
R32,32,4917
R68,0,4918
R121,21,4919
L48,73,4920
R27,0,4921
R362,62,4924
R21,83,4924
R45,28,4925
L92,36,4926
R10,46,4926
L46,0,4927
L73,27,4927
R73,0,4928
L99,1,4928
R99,0,4929
L810,90,4937
R93,83,4938
L52,31,4938
R65,96,4938
R63,59,4939
R41,0,4940
R62,62,4940
R93,55,4941
R45,0,4942
R15,15,4942
R85,0,4943
R55,55,4943
L55,0,4944
L98,2,4944
R98,0,4945
L13,87,4945
L93,94,4946
L94,0,4947
R38,38,4947
L38,0,4948
L59,41,4948
R759,0,4956
L79,21,4956
R892,13,4965
R65,78,4965
L81,97,4966
R3,0,4967
L85,15,4967
R69,84,4967
R92,76,4968
L76,0,4969
L448,52,4973
L52,0,4974
L15,85,4974
R53,38,4975
R62,0,4976
R78,78,4976
R31,9,4977
R71,80,4977
L21,59,4977
L59,0,4978
L67,33,4978
L33,0,4979
R3,3,4979
R90,93,4979
L93,0,4980
R44,44,4980
L44,0,4981
R312,12,4984
R625,37,4990
R63,0,4991
L532,68,4996
L718,50,5003
R50,0,5004
R17,17,5004
L69,48,5005
R12,60,5005
L33,27,5005
R73,0,5006
R92,92,5006
L92,0,5007
L733,67,5014
L95,72,5015
R328,0,5019
L97,3,5019
L234,69,5022
L96,73,5023
L773,0,5031
L38,62,5031
L62,0,5032
R57,57,5032
L64,93,5033
L59,34,5033
L897,37,5042
L637,0,5049
R554,54,5054
R3,57,5054
L99,58,5055
L87,71,5056
R629,0,5063
R21,21,5063
R67,88,5063
R6,94,5063
R6,0,5064
L7,93,5064
L93,0,5065
L337,63,5068
R60,23,5069
R77,0,5070
R64,64,5070
L39,25,5070
L3,22,5070
R78,0,5071
L664,36,5077
R64,0,5078
L56,44,5078
L58,86,5079
L11,75,5079
R95,70,5080
R21,91,5080
L82,9,5080
L618,91,5087
L95,96,5088
R1,97,5088
R666,63,5095
L22,41,5095
L41,0,5096
R18,18,5096
L45,73,5097
R27,0,5098
L21,79,5098
L59,20,5098
R92,12,5099
L74,38,5100
R9,47,5100
L47,0,5101
R1,1,5101
L545,56,5107
R290,46,5110
L205,41,5112
L21,20,5112
L68,52,5113
L53,99,5114
L21,78,5114
R22,0,5115
L789,11,5122
R39,50,5122
R73,23,5123
L23,0,5124
R21,21,5124
R24,45,5124
R74,19,5125
R81,0,5126
L89,11,5126
L217,94,5129
R9,3,5130
L287,16,5133
L55,61,5134
L20,41,5134
L41,0,5135
R490,90,5139
R405,95,5143
R10,5,5144
R62,67,5144
R33,0,5145
R33,33,5145
R17,50,5145
L207,43,5147
L61,82,5148
L82,0,5149
L42,58,5149
L25,33,5149
L33,0,5150
R93,93,5150
R3,96,5150
R91,87,5151
L5,82,5151
L67,15,5151
L15,0,5152
R96,96,5152
L69,27,5152
L13,14,5152
L554,60,5158
L60,0,5159
R12,12,5159
L65,47,5160
L649,98,5167
L94,4,5167
R596,0,5173
R73,73,5173
L74,99,5174
L99,0,5175
R560,60,5180
R40,0,5181
R62,62,5181
L62,0,5182
R13,13,5182
R87,0,5183
R16,16,5183
R84,0,5184
L134,66,5185
L36,30,5185
R70,0,5186
R64,64,5186
R27,91,5186
L91,0,5187
R215,15,5189
L43,72,5190
R12,84,5190
R3,87,5190
R13,0,5191
L44,56,5191
L856,0,5200
R78,78,5200
R22,0,5201
R157,57,5202
L57,0,5203
L36,64,5203
R36,0,5204
L25,75,5204
L89,86,5205
R215,1,5208
R99,0,5209
L3,97,5209
L97,0,5210
R55,55,5210
L35,20,5210
L9,11,5210
L23,88,5211
R49,37,5212
R66,3,5213
R10,13,5213
L63,50,5214
L50,0,5215
R49,49,5215
R151,0,5217
L42,58,5217
L58,0,5218
R78,78,5218
L93,85,5219
R19,4,5220
R54,58,5220
R54,12,5221
R72,84,5221
L13,71,5221
L89,82,5222
R16,98,5222
R56,54,5223
R89,43,5224
R64,7,5225
L28,79,5226
L6,73,5226
L6,67,5226
R84,51,5227
R343,94,5230
L94,0,5231
R71,71,5231
L10,61,5231
R39,0,5232
L719,81,5239
R19,0,5240
L67,33,5240
L82,51,5241
L62,89,5242
L89,0,5243
L79,21,5243
R77,98,5243
L51,47,5243
R933,80,5252
R72,52,5253
R19,71,5253
