Miscare,Scor,Password
L7,24,2926
L302,22,2929
R98,20,2930
L37,83,2931
L96,87,2932
L9,78,2932
R453,31,2937
L11,20,2937
R42,62,2937
L16,46,2937
R4,50,2937
R670,20,2944
L76,44,2945
R1,45,2945
L94,51,2946
L231,89,2949
R24,13,2950
L50,63,2951
L74,89,2952
R79,68,2953
L679,89,2960
L880,29,2969
L820,89,2978
L468,53,2983
L18,35,2983
R55,90,2983
R579,69,2989
R49,18,2990
L97,21,2991
L45,76,2992
R874,50,3001
R71,21,3002
L76,45,3003
L951,94,3013
R27,21,3014
R54,75,3014
L54,67,3015
L9,58,3015
L33,92,3016
R542,34,3022
R53,87,3022
R59,46,3023
L76,70,3024
L12,58,3024
L24,34,3024
R34,68,3024
L34,0,3025
L15,70,3025
R56,26,3026
L56,70,3027
L16,54,3027
R69,23,3028
L64,59,3029
R53,12,3030
L27,85,3031
R93,78,3032
L85,93,3033
L10,83,3033
L242,99,3036
R44,43,3037
L38,67,3038
L45,77,3039
L26,51,3039
L91,60,3040
L196,64,3042
L204,60,3044
L9,51,3044
R9,60,3044
L812,48,3052
L954,94,3062
R66,60,3063
R83,43,3064
R42,85,3064
L608,77,3070
R83,60,3071
L70,90,3072
R375,65,3076
L38,89,3077
L19,70,3077
R52,22,3078
L44,78,3079
L18,60,3079
L41,78,3080
R33,11,3081
L10,91,3082
L820,71,3090
L27,44,3090
R601,45,3096
L24,97,3097
R50,47,3098
L90,57,3099
R90,47,3100
L5,42,3100
R23,65,3100
L73,92,3101
L86,20,3102
R601,21,3108
R70,91,3108
L33,58,3108
R303,61,3111
R22,83,3111
L22,61,3111
L384,77,3115
L65,47,3116
L51,96,3117
R45,41,3118
L82,59,3119
L922,37,3128
R3,40,3128
L75,65,3129
L5,60,3129
L864,96,3138
L4,92,3138
R67,59,3139
L63,96,3140
L70,56,3141
L134,88,3143
R704,92,3150
R21,13,3151
R79,92,3151
R943,35,3161
L43,92,3162
R89,81,3163
L38,43,3163
R23,66,3163
L74,92,3164
L18,74,3164
L782,92,3172
R41,33,3173
R59,92,3173
L47,98,3174
L345,53,3177
R18,71,3177
R74,45,3178
L832,81,3187
R811,92,3195
R485,77,3200
L622,55,3206
L56,99,3207
L522,77,3212
R92,69,3213
L56,57,3214
R96,53,3215
R389,42,3219
L49,93,3220
L70,53,3221
L43,67,3222
R41,8,3223
L638,70,3230
L26,44,3230
L85,59,3231
R735,94,3238
R88,82,3239
R84,66,3240
L82,84,3241
L78,28,3242
R38,66,3242
R72,38,3243
L20,98,3244
L30,68,3244
R66,34,3245
L596,38,3251
R76,14,3252
L68,46,3253
L317,29,3256
R17,46,3256
R313,59,3259
R72,31,3260
R99,30,3261
R16,46,3261
R18,64,3261
R38,2,3262
R244,46,3264
L116,30,3265
L466,64,3270
L3,61,3270
R696,57,3277
R89,46,3278
R830,76,3286
R63,39,3287
R64,3,3288
L57,46,3289
R15,61,3289
R69,30,3290
R99,29,3291
R48,77,3291
R949,26,3301
R26,52,3301
R951,3,3311
R33,36,3311
R10,46,3311
L40,66,3312
L60,46,3313
R59,5,3314
R79,84,3314
R32,16,3315
R29,45,3315
L820,25,3323
L56,69,3324
R72,41,3325
L41,0,3326
R66,66,3326
L20,46,3326
L110,36,3327
R10,46,3327
L844,58,3336
R44,2,3337
R171,73,3338
R94,67,3339
L65,37,3340
R8,45,3340
R611,56,3346
R48,4,3347
R33,37,3347
L211,26,3349
L61,65,3350
L728,37,3357
L91,46,3358
R21,67,3358
R70,37,3359
L199,38,3361
R20,58,3361
R18,76,3361
L51,74,3362
L33,41,3362
R10,51,3362
R47,98,3362
R90,88,3363
L95,93,3364
L186,21,3366
R36,57,3366
R43,0,3367
R684,84,3373
L84,0,3374
R221,21,3376
L16,89,3377
R776,65,3385
L581,84,3391
L83,18,3392
L17,84,3393
R902,86,3402
R98,84,3403
L277,30,3406
L223,84,3409
L47,90,3410
R43,33,3411
L75,58,3412
L21,37,3412
L612,25,3418
R56,81,3418
L88,93,3419
L24,69,3419
L26,43,3419
R45,88,3419
R49,37,3420
R82,19,3421
L82,37,3422
L1,36,3422
R1,37,3422
L741,96,3430
R719,15,3438
R52,67,3438
R70,37,3439
R59,96,3439
R60,56,3440
R64,20,3441
L74,46,3442
R30,76,3442
L902,74,3451
R63,37,3452
R38,75,3452
L93,82,3453
R888,70,3462
R97,67,3463
R741,8,3471
L171,37,3473
R88,25,3474
R88,13,3475
R46,59,3475
R86,45,3476
R92,37,3477
L580,57,3483
R80,37,3484
L493,44,3489
L7,37,3489
L787,50,3497
R87,37,3498
L52,85,3499
R58,43,3500
R97,40,3501
R51,91,3501
R10,1,3502
R36,37,3502
R96,33,3503
L96,37,3504
L88,49,3505
L610,39,3511
R898,37,3520
R95,32,3521
L268,64,3524
L33,98,3525
L94,10,3526
R10,20,3526
L394,26,3530
R40,66,3530
R80,46,3531
R364,10,3535
L327,83,3539
R58,41,3540
R16,57,3540
R53,10,3541
R11,21,3541
R42,63,3541
R54,17,3542
L6,11,3542
R68,79,3542
R88,67,3543
R43,10,3544
R93,3,3545
R15,18,3545
R92,10,3546
R4,14,3546
L4,10,3546
R28,38,3546
L70,68,3547
R42,10,3548
R73,83,3548
L73,37,3549
L46,91,3550
L16,75,3550
L38,99,3551
L68,63,3552
L32,99,3553
R635,34,3560
L789,45,3568
L43,59,3569
L32,95,3570
R34,29,3571
R95,24,3572
R86,10,3573
L21,89,3574
L265,59,3577
L931,97,3587
L26,71,3587
R22,93,3587
L68,57,3588
R3,60,3588
L90,70,3589
L10,60,3589
R85,45,3590
L11,34,3590
R934,68,3599
R72,40,3600
L32,76,3601
L8,68,3601
L40,88,3602
R46,34,3603
L36,98,3604
L58,82,3605
L52,78,3606
L12,66,3606
L55,56,3607
L22,34,3607
L11,23,3607
L795,28,3615
L244,84,3618
R585,69,3624
L46,77,3625
L1,76,3625
R1,77,3625
L376,25,3629
R25,50,3629
R42,92,3629
R981,73,3639
R39,12,3640
R39,51,3640
R768,19,3648
L254,65,3651
L51,63,3652
R87,50,3653
R47,97,3653
L491,15,3658
R44,59,3658
L888,71,3667
L735,36,3674
R730,66,3681
R56,22,3682
R37,59,3682
R262,21,3685
L894,27,3694
L868,59,3703
L53,0,3705
L75,50,3706
L42,66,3707
R65,31,3708
L795,36,3716
R412,48,3720
L20,28,3720
R25,53,3720
L98,55,3721
R434,89,3725
L78,33,3726
R62,95,3726
L26,69,3726
L711,58,3733
R61,19,3734
L98,21,3735
R37,58,3735
R64,22,3736
R36,58,3736
L768,90,3744
L57,76,3745
R25,1,3746
R14,15,3746
R57,72,3746
L60,52,3747
L33,86,3748
L346,94,3752
L32,62,3752
L1,61,3752
R1,62,3752
L80,82,3753
R36,18,3754
L17,84,3755
R78,62,3756
L17,45,3756
L57,88,3757
L49,90,3758
R79,69,3759
L430,39,3763
L543,96,3769
L21,75,3769
L79,96,3770
R37,33,3771
L55,78,3772
R3,81,3772
L85,96,3773
L31,65,3773
L83,82,3774
R10,92,3774
R4,96,3774
R79,75,3775
L79,96,3776
L39,57,3776
R68,25,3777
L29,96,3778
R221,17,3781
L21,96,3782
R395,91,3786
L95,96,3787
L57,82,3788
L504,78,3793
L843,92,3802
R704,96,3809
R960,56,3819
L83,73,3820
L99,74,3821
R17,91,3821
R48,39,3822
L61,78,3823
L93,85,3824
R11,96,3824
L59,78,3825
R59,37,3826
R73,10,3827
L73,37,3828
R45,82,3828
R39,21,3829
R16,37,3829
L982,55,3839
R82,37,3840
R62,99,3840
L62,75,3841
R105,80,3842
R775,55,3850
L38,79,3851
L42,95,3852
R43,38,3853
L43,95,3854
L74,47,3855
L45,57,3856
R61,18,3857
L33,85,3858
L33,52,3858
R71,23,3859
R90,13,3860
R266,79,3862
R88,67,3863
L74,93,3864
L17,76,3864
L924,52,3873
L51,50,3874
L89,61,3875
L9,52,3875
R93,45,3876
R7,52,3876
L89,63,3877
L18,45,3877
R80,25,3878
L967,58,3888
L96,62,3889
R63,25,3890
R491,16,3895
L33,83,3896
R54,37,3897
L12,25,3897
L53,72,3898
R2,74,3898
R54,28,3899
L3,25,3899
R89,14,3900
R7,21,3900
L96,25,3901
R94,19,3902
R38,57,3902
L32,93,3903
R95,88,3904
L542,46,3909
R99,45,3910
L85,60,3911
R10,70,3911
L177,93,3913
L92,9,3914
R80,89,3914
R12,1,3915
R32,33,3915
L54,79,3916
R140,19,3918
R77,96,3918
R5,1,3919
L18,83,3920
L982,19,3930
R13,32,3930
R52,84,3930
L65,54,3931
L92,62,3932
L8,54,3932
L8,46,3932
L96,50,3933
L22,28,3933
L516,96,3939
R42,38,3940
R81,19,3941
L81,38,3942
R51,89,3942
L43,46,3942
L808,38,3950
R2,40,3950
L402,38,3954
R66,4,3955
R12,16,3955
R22,38,3955
L54,84,3956
L37,47,3956
L11,36,3956
L32,72,3957
R34,6,3958
R5,11,3958
R395,6,3962
R11,17,3962
L11,95,3963
L28,67,3963
L74,93,3964
L98,95,3965
R615,10,3972
L15,95,3973
R86,81,3974
L16,65,3974
R51,16,3975
L87,29,3976
R90,19,3977
R76,95,3977
L22,73,3977
R22,95,3977
R46,41,3978
L21,99,3979
L25,74,3979
L51,72,3980
L49,74,3981
R22,96,3981
R78,74,3982
R550,24,3988
L75,49,3989
L75,74,3990
R811,85,3998
R89,74,3999
R80,54,4000
R49,3,4001
L77,26,4002
L52,74,4003
R61,35,4004
R779,14,4012
R77,91,4012
L65,61,4013
R23,84,4013
R72,56,4014
L47,62,4015
L45,72,4016
L66,40,4017
R13,53,4017
L2,51,4017
L70,81,4018
L766,49,4026
L45,59,4027
L15,44,4027
L98,46,4028
L60,86,4029
L46,94,4030
R93,87,4031
L39,48,4031
L91,57,4032
L87,70,4033
L6,64,4033
L70,94,4034
R97,91,4035
R70,61,4036
R304,65,4039
L5,60,4039
R6,66,4039
L86,80,4040
R39,19,4041
L80,39,4042
L45,94,4043
R470,64,4048
R21,85,4048
L135,50,4049
L56,94,4050
L63,68,4051
R93,61,4052
R15,76,4052
L911,65,4061
R66,31,4062
L22,87,4063
L15,72,4063
R44,16,4064
R38,54,4064
L45,64,4065
R23,87,4065
R59,46,4066
R18,64,4066
R30,94,4066
L53,88,4067
R42,30,4068
R81,11,4069
L258,53,4072
R58,11,4073
R412,23,4077
R36,59,4077
R99,58,4078
L47,64,4079
R26,90,4079
R33,23,4080
L370,53,4084
R748,1,4092
R39,40,4092
R26,66,4092
L716,50,4099
R40,90,4099
R433,23,4104
L34,89,4105
R75,64,4106
R18,82,4106
L18,64,4106
L39,86,4107
R46,32,4108
L30,72,4109
L50,72,4110
L29,43,4110
R46,89,4110
L70,49,4111
R59,8,4112
R870,78,4120
L97,81,4121
L27,54,4121
L32,90,4122
L93,97,4123
L54,89,4124
L81,27,4125
L19,89,4126
R89,78,4127
L42,94,4128
R153,47,4130
L37,73,4131
R37,10,4132
R94,4,4133
R6,10,4133
L192,18,4135
L89,29,4136
R93,22,4137
L24,98,4138
L6,92,4138
R77,69,4139
L87,82,4140
R28,10,4141
L52,58,4142
L35,88,4143
L877,34,4152
R18,52,4152
R8,60,4152
R27,87,4152
L30,57,4152
R3,60,4152
R8,68,4152
R53,21,4153
L23,98,4154
R470,68,4159
R930,98,4168
L13,85,4168
L87,98,4169
R42,40,4170
R58,98,4170
L96,6,4171
L604,98,4178
L29,69,4178
L68,33,4179
R90,23,4180
L51,72,4181
R601,73,4187
L54,65,4188
R911,76,4197
L12,64,4197
L28,36,4197
L28,80,4198
L44,92,4199
L442,50,4203
R88,38,4204
R61,99,4204
R1,0,4205
R58,58,4205
R46,4,4206
L67,37,4207
R96,33,4208
R84,17,4209
L713,91,4217
L37,54,4217
R88,42,4218
R3,45,4218
R1,46,4218
R87,33,4219
L37,96,4220
L5,91,4220
R78,69,4221
L16,53,4221
R39,92,4221
R775,67,4229
L76,91,4230
L49,93,4231
R49,42,4232
L30,82,4233
R30,12,4234
R82,94,4234
R618,12,4241
R21,33,4241
L546,87,4247
L88,99,4248
R18,17,4249
L805,12,4257
L84,28,4258
L62,66,4259
L54,58,4260
L134,90,4262
L573,44,4268
R53,97,4268
L494,9,4273
L52,57,4274
R95,52,4275
R338,90,4278
L23,67,4278
L10,57,4278
L72,85,4279
L469,47,4284
R16,63,4284
L75,88,4285
R64,52,4286
L65,87,4287
L62,63,4288
R63,26,4289
R66,92,4289
R3,95,4289
R35,30,4290
R96,26,4291
R33,59,4291
L37,85,4292
R4,89,4292
L69,51,4293
L31,89,4294
L80,29,4295
R62,91,4295
L82,27,4296
L66,61,4297
L21,40,4297
R35,75,4297
L84,91,4298
L73,45,4299
L28,89,4300
R37,26,4301
L91,35,4302
L9,26,4302
R80,6,4303
L13,93,4304
L16,77,4304
L96,81,4305
L69,43,4306
L71,72,4307
L77,95,4308
R5,0,4309
L43,71,4310
R73,44,4311
L73,71,4312
R40,11,4313
L56,55,4314
L689,66,4321
L474,92,4326
R79,71,4327
L33,38,4327
R978,16,4337
R57,73,4337
L18,55,4337
R39,94,4337
R77,71,4338
L38,95,4339
L86,23,4340
L376,47,4344
R38,85,4344
R62,47,4345
L28,91,4346
L565,61,4352
L62,99,4353
R95,94,4354
R60,54,4355
R56,10,4356
R28,38,4356
L94,44,4357
L95,49,4358
R5,54,4358
R46,0,4359
L94,12,4360
L752,60,4368
R77,37,4369
L8,29,4369
L69,60,4370
L60,0,4371
L175,50,4373
R42,92,4373
L670,52,4380
R866,18,4389
R864,82,4397
R19,1,4398
L23,78,4399
R70,48,4400
L33,82,4401
L50,82,4402
R50,32,4403
L2,30,4403
R802,32,4411
R78,10,4412
L84,26,4413
L26,0,4414
L20,60,4414
R52,12,4415
L57,55,4416
L52,51,4417
R36,87,4417
R68,55,4418
L682,73,4425
R14,87,4425
L83,21,4426
L44,77,4427
R25,2,4428
R44,46,4428
L64,82,4429
L20,62,4429
R92,54,4430
R23,77,4430
L5,72,4430
R14,86,4430
R201,87,4432
R86,73,4433
R20,93,4433
R34,27,4434
R950,77,4443
R886,63,4452
L89,74,4453
R71,45,4454
L90,55,4455
L21,34,4455
R81,15,4456
L4,11,4456
L34,77,4457
R392,69,4461
L22,47,4461
L70,77,4462
R29,6,4463
R271,77,4465
L4,73,4465
R4,77,4465
R87,64,4466
L53,58,4467
R525,83,4472
L78,27,4473
R75,2,4474
R944,46,4483
L75,71,4484
R46,17,4485
R29,46,4485
L18,28,4485
R18,46,4485
L54,92,4486
L91,10,4487
R45,55,4487
R7,62,4487
L41,80,4488
R14,94,4488
L80,34,4489
R8,42,4489
R92,34,4490
L76,58,4491
R76,34,4492
L39,95,4493
R27,22,4494
R85,7,4495
R99,6,4496
L98,8,4497
L60,48,4498
L14,34,4498
L35,99,4499
L24,75,4499
R71,46,4500
L60,86,4501
R648,34,4508
L88,46,4509
R6,52,4509
L12,40,4509
L606,34,4515
L49,85,4516
L751,83,4524
L94,89,4525
R337,26,4529
R53,79,4529
R4,83,4529
R58,41,4530
R42,83,4530
R136,19,4532
L36,83,4533
R72,55,4534
R57,12,4535
R71,83,4535
R97,80,4536
R86,66,4537
L83,0,4539
L15,70,4539
L466,38,4544
R81,19,4545
L3,16,4545
L81,35,4546
R84,19,4547
R15,34,4547
R57,91,4547
L305,86,4550
L67,52,4551
L155,97,4553
R762,59,4561
R59,18,4562
R633,51,4568
L62,89,4569
L37,52,4569
R97,49,4570
R28,77,4570
L25,52,4570
L32,88,4571
L37,51,4571
R380,31,4575
R89,20,4576
R49,69,4576
L49,71,4577
R11,82,4577
L82,0,4578
L3,94,4578
R74,68,4579
R8,76,4579
R892,68,4588
R57,25,4589
L57,68,4590
R14,82,4590
R286,68,4593
R421,89,4597
L89,0,4598
R81,81,4598
R597,78,4604
R90,68,4605
L2,66,4605
R89,55,4606
L431,93,4611
L98,95,4612
R42,37,4613
L50,87,4614
L92,95,4615
R45,40,4616
R58,98,4616
L438,60,4620
L94,66,4621
R181,47,4623
R91,38,4624
L67,71,4625
L18,53,4625
L54,99,4626
R78,77,4627
L7,70,4627
R67,37,4628
R96,33,4629
L11,22,4629
L85,37,4630
R83,20,4631
R78,98,4631
R12,10,4632
R58,68,4632
L16,52,4632
L77,75,4633
L26,49,4633
L712,37,4640
L75,62,4641
L83,79,4642
R70,49,4643
L52,97,4644
L197,0,4646
R18,18,4646
L81,37,4647
L18,19,4647
L82,37,4648
L3,34,4648
R3,37,4648
R58,95,4648
L91,13,4649
R934,47,4658
L1,46,4658
L6,40,4658
L9,31,4658
R15,46,4658
L447,99,4663
R947,46,4673
L42,62,4674
R42,4,4675
L797,7,4683
L240,67,4686
R68,35,4687
R69,4,4688
R51,55,4688
L51,53,4689
R85,38,4690
L785,53,4698
L381,72,4702
R39,11,4703
R42,53,4703
L47,59,4704
R29,88,4704
R18,6,4705
L90,16,4706
L970,46,4716
R108,54,4717
L48,58,4718
R152,10,4720
L66,44,4721
R15,59,4721
R38,97,4721
L31,66,4721
L8,58,4721
R42,0,4722
L42,74,4723
L18,56,4723
L355,46,4727
R73,19,4728
R15,34,4728
R67,1,4729
R49,50,4729
R61,11,4730
L71,40,4731
R201,41,4733
R36,77,4733
R6,83,4733
R807,90,4741
L57,76,4742
L2,74,4742
R59,33,4743
L67,66,4744
L29,37,4744
L75,62,4745
L103,59,4746
R903,62,4755
R6,68,4755
R94,62,4756
R770,32,4764
R13,45,4764
R17,62,4764
L46,70,4765
L61,48,4766
L62,86,4767
L10,76,4767
L679,97,4774
L69,59,4775
R91,50,4776
R36,86,4776
L31,55,4776
L69,86,4777
L85,16,4778
R85,1,4779
L30,71,4780
L70,31,4781
R75,6,4782
L75,31,4783
R43,74,4783
R45,19,4784
L33,86,4785
R16,2,4786
R37,39,4786
L8,31,4786
L893,38,4795
R93,31,4796
L23,85,4797
R93,78,4798
R82,60,4799
L452,56,4804
R941,97,4813
L41,56,4813
L57,99,4814
R57,56,4815
R44,0,4816
R52,52,4816
R304,56,4819
R45,1,4820
L745,56,4828
L9,47,4828
L91,56,4829
R901,57,4838
R104,61,4839
L205,56,4841
R24,80,4841
L498,82,4846
L61,60,4847
L56,48,4848
L9,39,4848
R96,35,4849
L896,39,4858
L648,91,4865
R87,78,4866
R61,39,4867
L84,55,4868
R8,63,4868
L41,81,4869
R53,34,4870
R64,98,4870
L31,67,4870
L69,98,4871
L27,71,4871
L73,98,4872
R310,8,4876
R517,25,4881
R14,39,4881
R131,70,4882
R328,98,4885
R44,42,4886
L844,98,4895
L61,76,4896
L35,41,4896
L96,45,4897
L8,37,4897
R82,19,4898
R9,28,4898
R98,26,4899
L841,85,4908
R58,43,4909
R11,54,4909
R83,37,4910
R87,24,4911
L58,66,4912
L17,49,4912
R91,40,4913
R97,37,4914
L227,83,4917
L55,73,4918
L18,55,4918
L11,44,4918
L89,55,4919
R79,34,4920
L21,92,4921
L858,76,4930
L84,92,4931
R869,61,4940
R62,23,4941
R53,76,4941
R73,49,4942
L73,76,4943
R95,71,4944
R92,63,4945
L87,76,4946
R38,14,4947
R22,36,4947
L62,74,4948
L44,86,4949
L445,96,4954
R42,38,4955
R65,3,4956
R84,87,4956
L6,81,4956
R4,85,4956
R10,95,4956
L52,91,4957
R44,35,4958
L66,69,4959
L22,47,4959
R88,35,4960
R127,62,4961
R72,34,4962
R86,20,4963
R15,35,4963
R1,36,4963
L1,35,4963
R22,57,4963
L722,35,4970
L68,67,4971
R317,84,4974
R75,59,4975
R2,61,4975
R95,56,4976
R79,35,4977
L81,54,4978
R81,35,4979
R70,5,4980
L97,8,4981
L67,41,4982
L87,54,4983
R75,29,4984
L932,97,4994
R2,99,4994
L64,71,4995
L5,66,4995
L56,54,4996
L84,70,4997
L37,96,4998
L80,36,4999
L38,98,5000
L931,67,5009
L96,71,5010
L11,60,5010
R38,98,5010
L965,68,5020
L529,39,5025
L22,95,5026
R299,94,5029
L80,34,5030
R49,83,5030
L52,79,5031
L689,90,5038
R696,86,5045
L97,89,5046
L8,81,5046
L802,79,5054
L50,79,5055
L31,48,5055
L76,72,5056
R82,54,5057
L17,37,5057
L8,29,5057
L46,83,5058
L54,75,5059
L159,57,5061
R59,16,5062
L71,45,5063
R271,16,5066
L52,64,5067
L19,45,5067
R50,95,5067
R52,47,5068
R69,16,5069
R87,3,5070
L87,16,5071
L62,54,5072
R62,16,5073
R47,63,5073
R53,16,5074
R76,92,5074
R655,47,5081
L976,71,5091
R45,16,5092
R83,99,5092
R75,74,5093
R981,55,5103
L39,77,5104
R10,87,5104
R90,77,5105
R84,61,5106
L30,31,5106
R48,79,5106
R98,77,5107
R65,42,5108
L212,30,5110
R348,78,5113
R99,77,5114
R637,14,5121
L24,90,5122
L13,77,5122
L29,48,5122
R29,77,5122
L557,63,5128
L43,77,5129
L3,74,5129
L10,64,5129
R13,77,5129
R88,65,5130
L48,69,5131
L42,85,5132
L19,66,5132
L79,87,5133
L7,80,5133
R591,71,5139
R47,18,5140
L724,94,5148
L57,80,5149
L53,74,5150
L97,77,5151
R35,12,5152
L87,25,5153
R52,77,5153
L9,68,5153
L57,54,5154
L33,88,5155
L1,87,5155
L86,15,5156
R26,41,5156
L440,61,5161
L58,45,5162
L42,61,5163
R14,75,5163
L656,63,5170
L58,47,5171
R2,49,5171
R198,47,5173
R23,70,5173
R77,47,5174
L55,92,5175
L45,47,5175
L37,73,5176
L316,57,5179
L82,75,5180
R45,20,5181
R2,22,5181
R53,75,5181
R935,10,5191
L2,8,5191
R50,58,5191
R48,6,5192
L86,20,5193
L18,84,5194
L792,0,5203
L32,36,5203
L89,47,5204
R86,33,5205
R35,68,5205
L65,38,5206
R65,3,5207
R38,41,5207
L38,65,5208
R33,98,5208
L8,90,5208
R825,15,5217
L87,28,5218
L63,65,5219
R367,32,5223
R64,96,5223
L93,10,5224
R15,25,5224
R623,48,5230
R26,74,5230
R71,45,5231
L373,72,5235
L40,92,5236
R54,46,5237
R43,89,5237
L57,75,5238
R30,5,5239
L99,6,5240
R469,75,5244
R92,67,5245
L551,65,5251
L92,73,5252
R51,24,5253
L49,75,5254
R491,66,5259
L42,82,5260
L936,46,5269
L464,82,5274
R930,12,5284
R19,31,5284
R557,88,5289
R40,28,5290
R521,49,5295
L67,82,5296
R4,86,5296
L88,98,5297
L944,54,5306
L172,82,5308
R42,24,5309
R82,6,5310
L99,7,5311
R62,69,5311
R13,82,5311
R54,36,5312
L64,72,5313
R52,24,5314
L42,82,5315
R29,11,5316
L67,44,5317
L62,82,5318
L57,68,5319
L143,82,5321
L289,93,5324
R89,82,5325
L33,49,5325
L1,48,5325
L87,61,5326
R47,8,5327
L20,88,5328
R18,6,5329
R322,28,5332
L27,74,5333
R135,9,5335
L43,66,5336
L58,50,5337
R27,77,5337
R20,97,5337
L89,19,5338
L58,61,5339
R47,8,5340
L88,20,5341
L512,96,5347
L73,50,5348
L79,71,5349
R352,23,5353
L10,13,5353
L423,90,5358
R33,23,5359
L6,17,5359
L94,23,5360
R86,9,5361
L86,23,5362
R5,28,5362
L705,23,5369
L28,95,5370
L611,84,5376
L55,74,5377
R34,8,5378
L884,24,5387
L168,56,5389
L88,68,5390
R33,1,5391
L33,68,5392
L10,58,5392
L90,68,5393
R61,29,5394
R528,57,5399
R11,68,5399
L24,44,5399
L76,68,5400
L11,57,5400
R261,18,5403
R50,68,5403
R1,69,5403
L30,39,5403
R129,68,5404
R40,8,5405
R69,77,5405
L19,58,5405
R80,38,5406
L43,95,5407
R73,68,5408
R42,10,5409
R27,37,5409
R65,2,5410
R99,1,5411
L33,68,5412
R58,26,5413
R92,18,5414
L39,79,5415
R91,70,5416
L71,99,5417
R69,68,5418
R95,63,5419
L395,68,5423
L812,56,5431
L975,81,5441
L79,23,5442
R28,51,5442
L149,53,5444
L98,55,5445
L15,40,5445
R32,72,5445
R68,40,5446
R121,61,5447
L48,65,5448
R27,92,5448
R362,54,5452
R21,75,5452
R45,20,5453
L92,28,5454
R10,38,5454
L46,92,5455
L73,46,5456
R73,19,5457
L99,20,5458
R99,19,5459
L810,99,5468
R93,92,5469
L52,88,5470
R65,53,5471
R63,16,5472
R41,57,5472
R62,19,5473
R93,12,5474
R45,57,5474
R15,72,5474
R85,57,5475
R55,12,5476
L55,57,5477
L98,59,5478
R98,57,5479
L13,44,5479
L93,51,5480
L94,57,5481
R38,95,5481
L38,57,5481
L59,98,5482
R759,57,5490
L79,78,5491
R892,70,5500
R65,35,5501
L81,54,5502
R3,57,5502
L85,72,5503
R69,41,5504
R92,33,5505
L76,57,5506
L448,61,5511
L52,57,5512
L15,42,5512
R53,95,5512
R62,57,5513
R78,35,5514
R31,66,5514
R71,37,5515
L21,95,5516
L59,77,5517
L67,43,5518
L33,77,5519
R3,80,5519
R90,70,5520
L93,77,5521
R44,21,5522
L44,77,5523
R312,89,5526
R625,14,5533
R63,77,5533
L532,45,5538
L718,27,5545
R50,77,5545
R17,94,5545
L69,56,5546
R12,68,5546
L33,35,5546
R73,8,5547
R92,0,5548
L92,16,5549
L733,83,5557
L95,88,5558
R328,16,5562
L97,19,5563
L234,85,5566
L96,89,5567
L773,43,5575
L38,67,5576
L62,43,5577
R57,0,5578
L64,72,5579
L59,54,5580
L897,57,5589
L637,83,5596
R554,37,5602
R3,40,5602
L99,41,5603
L87,54,5604
R629,83,5610
R21,4,5611
R67,71,5611
R6,77,5611
R6,83,5611
L7,76,5611
L93,83,5612
L337,46,5615
R60,6,5616
R77,83,5616
R64,47,5617
L39,69,5618
L3,66,5618
R78,44,5619
L664,80,5626
R64,44,5627
L56,88,5628
L58,72,5629
L11,61,5629
R95,56,5630
R21,77,5630
L82,95,5631
L618,77,5637
L95,82,5638
R1,83,5638
R666,49,5645
L22,27,5645
L41,86,5646
R18,4,5647
L45,59,5648
R27,86,5648
L21,65,5648
L59,47,5649
R92,39,5650
L74,65,5651
R9,74,5651
L47,80,5652
R1,81,5652
L545,91,5658
R290,81,5661
L205,76,5663
L21,55,5663
L68,87,5664
L53,81,5665
L21,60,5665
R22,82,5665
L789,93,5673
R39,32,5674
R73,5,5675
L23,82,5676
R21,3,5677
R24,27,5677
R74,1,5678
R81,82,5678
L89,93,5679
L217,76,5681
R9,85,5681
L287,98,5684
L55,88,5685
L20,68,5685
L41,86,5686
R490,76,5691
R405,81,5695
R10,91,5695
R62,53,5696
R33,86,5696
R33,19,5697
R17,36,5697
L207,29,5699
L61,68,5700
L82,86,5701
L42,44,5701
L25,94,5702
L33,61,5702
R93,54,5703
R3,57,5703
R91,48,5704
L5,43,5704
L67,76,5705
L15,61,5705
R96,57,5706
L69,88,5707
L13,75,5707
L554,67,5713
L60,47,5714
R12,59,5714
L65,94,5715
L649,96,5722
L94,8,5723
R596,4,5729
R73,77,5729
L74,29,5730
L99,30,5731
R560,90,5736
R40,30,5737
R62,92,5737
L62,68,5738
R13,81,5738
R87,68,5739
R16,84,5739
R84,68,5740
L134,0,5742
L36,92,5743
R70,62,5744
R64,26,5745
R27,53,5745
L91,62,5746
R215,77,5748
L43,91,5749
R12,3,5750
R3,6,5750
R13,19,5750
L44,75,5751
L856,63,5760
R78,41,5761
R22,63,5761
R157,20,5763
L57,63,5764
L36,91,5765
R36,27,5766
L25,77,5767
L89,88,5768
R215,3,5771
R99,2,5772
L3,99,5773
L97,5,5774
R55,60,5774
L35,90,5775
L9,81,5775
L23,58,5775
R49,7,5776
R66,73,5776
R10,83,5776
L63,57,5777
L50,57,5778
R49,6,5779
R151,57,5780
L42,73,5781
L58,57,5782
R78,35,5783
L93,42,5784
R19,61,5784
R54,15,5785
R54,69,5785
R72,41,5786
L13,28,5786
L89,39,5787
R16,55,5787
R56,11,5788
R89,0,5789
R64,64,5789
L28,36,5789
L6,30,5789
L6,24,5789
R84,8,5790
R343,51,5793
L94,57,5794
R71,28,5795
L10,18,5795
R39,57,5795
